ds,solar_mw,wind_mw
2025-06-12 22:00,52893.65,6300.52
2025-06-12 23:00,55352.02,3614.02
2025-06-13 00:00,55559.17,2640.34
2025-06-13 01:00,37144.64,0.0
2025-06-13 02:00,6951.76,0.0
2025-06-13 03:00,6818.54,0.0
2025-06-13 04:00,7219.09,0.0
2025-06-13 05:00,7260.3,0.0
2025-06-13 06:00,7035.27,0.0
2025-06-13 07:00,7476.53,0.0
2025-06-13 08:00,6847.52,0.0
2025-06-13 09:00,7118.21,0.0
2025-06-13 10:00,7066.71,0.0
2025-06-13 11:00,7222.51,0.0
2025-06-13 12:00,7316.71,2623.95
2025-06-13 13:00,6944.27,5201.73
2025-06-13 14:00,7445.63,7510.34
2025-06-13 15:00,7254.23,9169.01
2025-06-13 16:00,6688.39,9972.08
2025-06-13 17:00,6669.1,11758.5
2025-06-13 18:00,7232.43,12727.25
2025-06-13 19:00,7172.04,10894.14
2025-06-13 20:00,7206.06,11096.38
2025-06-13 21:00,36139.48,9185.17
2025-06-13 22:00,59855.92,7009.05
2025-06-13 23:00,62328.24,4106.14
2025-06-14 00:00,59880.44,2613.61
2025-06-14 01:00,34483.9,0.0
2025-06-14 02:00,6919.54,0.0
2025-06-14 03:00,7319.62,0.0
2025-06-14 04:00,7596.33,0.0
2025-06-14 05:00,7111.15,0.0
2025-06-14 06:00,6511.9,0.0
2025-06-14 07:00,6742.79,0.0
2025-06-14 08:00,6994.88,0.0
2025-06-14 09:00,7074.57,0.0
2025-06-14 10:00,7117.79,0.0
2025-06-14 11:00,7247.16,0.0
2025-06-14 12:00,7145.76,2753.9
2025-06-14 13:00,7539.72,4921.81
2025-06-14 14:00,7040.33,7654.74
2025-06-14 15:00,6986.41,9236.5
2025-06-14 16:00,7374.6,11228.27
2025-06-14 17:00,6791.52,11954.82
2025-06-14 18:00,7348.79,12771.68
2025-06-14 19:00,7265.68,11945.49
2025-06-14 20:00,7193.32,10051.32
2025-06-14 21:00,38478.53,9282.55
2025-06-14 22:00,57404.32,6645.95
2025-06-14 23:00,59932.07,3870.46
2025-06-15 00:00,59971.5,2712.87
2025-06-15 01:00,34331.88,0.0
2025-06-15 02:00,7256.23,0.0
2025-06-15 03:00,6924.49,0.0
2025-06-15 04:00,7018.41,0.0
2025-06-15 05:00,7350.91,0.0
2025-06-15 06:00,7396.8,0.0
2025-06-15 07:00,7055.92,0.0
2025-06-15 08:00,7521.79,0.0
2025-06-15 09:00,7571.02,0.0
2025-06-15 10:00,7651.72,0.0
2025-06-15 11:00,7389.23,0.0
2025-06-15 12:00,7630.63,2656.68
2025-06-15 13:00,6691.62,5250.77
2025-06-15 14:00,7143.98,7902.31
2025-06-15 15:00,6985.05,8539.33
2025-06-15 16:00,7270.5,10472.17
2025-06-15 17:00,7070.6,11880.56
2025-06-15 18:00,7187.9,11151.57
2025-06-15 19:00,7780.77,12291.44
2025-06-15 20:00,7186.87,10883.81
2025-06-15 21:00,36778.82,9622.66
2025-06-15 22:00,57566.7,6725.29
2025-06-15 23:00,59568.42,4377.32
2025-06-16 00:00,60222.47,2653.94
2025-06-16 01:00,36828.79,0.0
2025-06-16 02:00,7573.28,0.0
2025-06-16 03:00,7712.82,0.0
2025-06-16 04:00,7325.61,0.0
2025-06-16 05:00,7406.63,0.0
2025-06-16 06:00,6902.89,0.0
2025-06-16 07:00,7210.56,0.0
2025-06-16 08:00,7508.15,0.0
2025-06-16 09:00,7486.64,0.0
2025-06-16 10:00,7297.24,0.0
2025-06-16 11:00,7492.55,0.0
2025-06-16 12:00,7378.04,2570.25
2025-06-16 13:00,7583.41,4995.37
2025-06-16 14:00,7319.75,7482.53
2025-06-16 15:00,7133.04,9621.84
2025-06-16 16:00,7333.2,10730.67
2025-06-16 17:00,6387.76,12223.2
2025-06-16 18:00,7346.82,12312.7
2025-06-16 19:00,6180.0,11997.05
2025-06-16 20:00,6737.16,10963.5
2025-06-16 21:00,36833.78,10174.06
2025-06-16 22:00,62652.43,7222.06
2025-06-16 23:00,65028.86,4478.16
2025-06-17 00:00,60880.59,2819.04
2025-06-17 01:00,38163.42,0.0
2025-06-17 02:00,7095.9,0.0
2025-06-17 03:00,7885.19,0.0
2025-06-17 04:00,7235.44,0.0
2025-06-17 05:00,7354.1,0.0
2025-06-17 06:00,7703.98,0.0
2025-06-17 07:00,7273.92,0.0
2025-06-17 08:00,6945.88,0.0
2025-06-17 09:00,7204.24,0.0
2025-06-17 10:00,7225.69,0.0
2025-06-17 11:00,6840.98,0.0
2025-06-17 12:00,7161.95,2404.26
2025-06-17 13:00,7021.18,5176.49
2025-06-17 14:00,7503.54,7282.39
2025-06-17 15:00,7246.01,9478.5
2025-06-17 16:00,7154.14,11026.93
2025-06-17 17:00,7205.26,11670.41
2025-06-17 18:00,7300.58,12266.67
2025-06-17 19:00,7414.53,11712.64
2025-06-17 20:00,6946.64,10953.19
2025-06-17 21:00,34672.59,9045.13
2025-06-17 22:00,63431.84,7143.59
2025-06-17 23:00,65549.89,4795.05
2025-06-18 00:00,59114.07,2735.99
2025-06-18 01:00,36822.26,0.0
2025-06-18 02:00,7370.11,0.0
2025-06-18 03:00,6792.95,0.0
2025-06-18 04:00,7302.42,0.0
2025-06-18 05:00,7448.9,0.0
2025-06-18 06:00,7344.36,0.0
2025-06-18 07:00,7418.92,0.0
2025-06-18 08:00,6829.54,0.0
2025-06-18 09:00,7331.81,0.0
2025-06-18 10:00,7148.41,0.0
2025-06-18 11:00,7096.26,0.0
2025-06-18 12:00,7487.97,2618.86
2025-06-18 13:00,7664.16,5206.12
2025-06-18 14:00,7755.36,7745.85
2025-06-18 15:00,7616.55,9801.77
2025-06-18 16:00,7204.23,10696.11
2025-06-18 17:00,7338.09,12234.63
2025-06-18 18:00,7457.94,11948.58
2025-06-18 19:00,7271.07,11217.47
2025-06-18 20:00,7273.84,10470.76
2025-06-18 21:00,37372.11,8756.27
2025-06-18 22:00,62516.96,7158.78
2025-06-18 23:00,66473.72,4817.67
2025-06-19 00:00,61626.63,2734.2
2025-06-19 01:00,37097.37,0.0
2025-06-19 02:00,7236.86,0.0
2025-06-19 03:00,7334.47,0.0
2025-06-19 04:00,7429.94,0.0
2025-06-19 05:00,7127.5,0.0
2025-06-19 06:00,7454.88,0.0
2025-06-19 07:00,7345.65,0.0
2025-06-19 08:00,6878.59,0.0
2025-06-19 09:00,7653.46,0.0
2025-06-19 10:00,7091.06,0.0
2025-06-19 11:00,6756.95,0.0
2025-06-19 12:00,6933.52,2579.72
2025-06-19 13:00,6940.46,5253.67
2025-06-19 14:00,7251.1,7366.28
2025-06-19 15:00,7156.73,9429.84
2025-06-19 16:00,7138.5,10881.05
2025-06-19 17:00,7415.36,12219.35
2025-06-19 18:00,7334.37,11741.48
2025-06-19 19:00,7327.47,10920.6
2025-06-19 20:00,7354.62,11183.64
2025-06-19 21:00,37071.65,9184.06
2025-06-19 22:00,57381.72,7753.39
2025-06-19 23:00,65748.15,4835.76
2025-06-20 00:00,57200.6,2635.15
2025-06-20 01:00,36232.16,0.0
2025-06-20 02:00,7234.65,0.0
2025-06-20 03:00,7538.61,0.0
2025-06-20 04:00,7579.74,0.0
2025-06-20 05:00,7294.69,0.0
2025-06-20 06:00,7091.17,0.0
2025-06-20 07:00,7376.42,0.0
2025-06-20 08:00,7083.2,0.0
2025-06-20 09:00,7235.59,0.0
2025-06-20 10:00,7521.42,0.0
2025-06-20 11:00,7074.55,0.0
2025-06-20 12:00,7469.19,2480.61
2025-06-20 13:00,7432.06,4736.96
2025-06-20 14:00,6959.64,7090.71
2025-06-20 15:00,7517.88,9136.71
2025-06-20 16:00,7438.19,10599.98
2025-06-20 17:00,7265.5,12505.59
2025-06-20 18:00,7015.35,12431.37
2025-06-20 19:00,6987.31,11159.58
2025-06-20 20:00,7080.37,10874.95
2025-06-20 21:00,36965.22,9155.92
2025-06-20 22:00,60270.17,7338.04
2025-06-20 23:00,64242.33,4540.34
2025-06-21 00:00,59552.95,2714.66
2025-06-21 01:00,35884.65,0.0
2025-06-21 02:00,7267.73,0.0
2025-06-21 03:00,7943.71,0.0
2025-06-21 04:00,6837.35,0.0
2025-06-21 05:00,7662.06,0.0
2025-06-21 06:00,7279.37,0.0
2025-06-21 07:00,7355.01,0.0
2025-06-21 08:00,7270.25,0.0
2025-06-21 09:00,7364.72,0.0
2025-06-21 10:00,7191.51,0.0
2025-06-21 11:00,7656.86,0.0
2025-06-21 12:00,7103.87,2566.45
2025-06-21 13:00,7563.71,5254.16
2025-06-21 14:00,7049.49,7169.64
2025-06-21 15:00,7218.56,9555.27
2025-06-21 16:00,6925.73,11191.39
2025-06-21 17:00,7367.7,11776.39
2025-06-21 18:00,7654.27,11768.4
2025-06-21 19:00,7213.61,11816.99
2025-06-21 20:00,7179.01,10593.34
2025-06-21 21:00,34566.9,9655.78
2025-06-21 22:00,62090.81,6878.72
2025-06-21 23:00,64846.19,4877.52
2025-06-22 00:00,60377.32,2438.1
2025-06-22 01:00,36508.18,0.0
2025-06-22 02:00,7617.77,0.0
2025-06-22 03:00,8049.09,0.0
2025-06-22 04:00,7066.21,0.0
2025-06-22 05:00,7651.43,0.0
2025-06-22 06:00,7306.55,0.0
2025-06-22 07:00,7192.22,0.0
2025-06-22 08:00,7361.21,0.0
2025-06-22 09:00,7253.92,0.0
2025-06-22 10:00,7267.95,0.0
2025-06-22 11:00,7117.81,0.0
2025-06-22 12:00,6831.33,2483.64
2025-06-22 13:00,6789.21,5103.83
2025-06-22 14:00,7425.07,7452.0
2025-06-22 15:00,7155.91,9275.42
2025-06-22 16:00,7063.46,11065.05
2025-06-22 17:00,7238.46,11766.23
2025-06-22 18:00,7466.08,12222.96
2025-06-22 19:00,7288.2,11286.66
2025-06-22 20:00,7046.11,11110.96
2025-06-22 21:00,37954.67,9913.93
2025-06-22 22:00,62664.32,6710.41
2025-06-22 23:00,64915.4,4382.61
2025-06-23 00:00,65106.17,2790.59
2025-06-23 01:00,37977.34,0.0
2025-06-23 02:00,7563.09,0.0
2025-06-23 03:00,7413.74,0.0
2025-06-23 04:00,7409.18,0.0
2025-06-23 05:00,7386.41,0.0
2025-06-23 06:00,6918.38,0.0
2025-06-23 07:00,7438.81,0.0
2025-06-23 08:00,6843.57,0.0
2025-06-23 09:00,7006.01,0.0
2025-06-23 10:00,7613.3,0.0
2025-06-23 11:00,7479.19,0.0
2025-06-23 12:00,7666.51,2483.14
2025-06-23 13:00,7157.36,5296.97
2025-06-23 14:00,6902.49,7262.5
2025-06-23 15:00,7166.4,9734.81
2025-06-23 16:00,7265.53,9698.56
2025-06-23 17:00,7258.86,11241.07
2025-06-23 18:00,7564.13,11101.63
2025-06-23 19:00,7131.43,11222.66
2025-06-23 20:00,7337.89,10832.03
2025-06-23 21:00,34749.24,9240.75
2025-06-23 22:00,63794.33,7347.24
2025-06-23 23:00,66366.68,4706.69
2025-06-24 00:00,60786.06,2670.6
2025-06-24 01:00,35838.69,0.0
2025-06-24 02:00,7182.69,0.0
2025-06-24 03:00,7157.8,0.0
2025-06-24 04:00,7748.69,0.0
2025-06-24 05:00,7207.5,0.0
2025-06-24 06:00,7165.4,0.0
2025-06-24 07:00,6628.91,0.0
2025-06-24 08:00,6977.18,0.0
2025-06-24 09:00,7159.85,0.0
2025-06-24 10:00,7037.48,0.0
2025-06-24 11:00,7635.92,0.0
2025-06-24 12:00,7188.26,2517.18
2025-06-24 13:00,7608.92,4981.62
2025-06-24 14:00,7253.86,7401.48
2025-06-24 15:00,7246.77,9431.93
2025-06-24 16:00,7210.29,10747.71
2025-06-24 17:00,7237.09,11250.83
2025-06-24 18:00,7733.48,12333.37
2025-06-24 19:00,6564.61,11949.5
2025-06-24 20:00,6656.67,10657.28
2025-06-24 21:00,35393.9,9064.4
2025-06-24 22:00,62446.33,7554.37
2025-06-24 23:00,64571.55,4519.21
2025-06-25 00:00,63851.41,2495.6
2025-06-25 01:00,35623.9,0.0
2025-06-25 02:00,7530.95,0.0
2025-06-25 03:00,7534.18,0.0
2025-06-25 04:00,7289.27,0.0
2025-06-25 05:00,7514.63,0.0
